,SHB-453 외포장 박스,로터리,일반,A,KA180,0,0,S,K,782,270,634,2139,906,,,#VALUE!,,,,,
,세화6-2호 외포장 박스,로터리,일반,B,KA180,S,0,0,K,784,240,518,2083,760,,,#VALUE!,,,,,
,세화451 외포장 박스,로터리,일반,B,KA180,S,0,0,K,792,240,486,2099,728,,,#VALUE!,,,,,
,AP18 외포장 박스,로터리,일반,B,KA180,S,0,0,K,807,163,501,1975,666,,,#VALUE!,,,,,
,꽃2 외포장 박스,로터리,일반,B,KA180,S,0,0,K,809,318,368,2289,688,,,#VALUE!,,,,,
,생화 꽃-601 외포장 박스,로터리,일반,B,KA180,S,0,0,K,812,220,374,2099,596,,,#VALUE!,,,,,
,세화W 18호 외포장 박스,로터리,일반,B,KA180,S,0,0,K,812,240,546,2139,788,,,#VALUE!,,,,,
,SHB-471 외포장 박스,로터리,일반,A,KA180,0,0,S,K,812,270,643,2199,915,,,#VALUE!,,,,,
,SHB-201 외포장 박스,로터리,일반,A,KA180,0,0,S,K,822,392,324,2463,718,,,#VALUE!,,,,,
,SHB-461 외포장 박스,로터리,일반,A,KA180,0,0,S,K,822,270,534,2219,806,,,#VALUE!,,,,,
,AP501 외포장 박스,로터리,일반,B,KA180,S,0,0,K,832,163,596,2025,761,,,#VALUE!,,,,,
,SHB-472 외포장 박스,로터리,일반,A,KA180,0,0,S,K,842,328,484,2375,814,,,#VALUE!,,,,,
,세화7호 외포장 박스,로터리,일반,B,KA180,S,0,0,K,857,163,596,2075,761,,,#VALUE!,,,,,
,SHB-541 외포장 박스,로터리,일반,A,KA180,0,0,S,K,872,169,504,2117,675,,,#VALUE!,,,,,
,세화511 외포장 박스,로터리,일반,B,KA180,S,0,0,K,902,163,516,2165,681,,,#VALUE!,,,,,
,세화512 외포장 박스,로터리,일반,B,KA180,S,0,0,K,902,163,646,2165,811,,,#VALUE!,,,,,
,세화8호(가칭) 외포장 박스,로터리,일반,B,KA180,S,0,0,K,902,163,676,2165,841,,,#VALUE!,,,,,
,SHB-521 외포장 박스,로터리,일반,A,KA180,0,0,S,K,902,116,804,2071,922,,,#VALUE!,,,,,
,생화 꽃-651 외포장 박스,로터리,일반,B,KA180,S,0,0,K,912,167,468,2193,637,,,#VALUE!,,,,,
,SHB-501 외포장 박스,로터리,일반,A,KA180,0,0,S,K,912,116,714,2091,832,,,#VALUE!,,,,,
,SHB-511 외포장 박스,로터리,일반,A,KA180,0,0,S,K,922,116,594,2111,712,,,#VALUE!,,,,,
,SHB-681 외포장 박스,로터리,일반,A,KA180,0,0,S,K,922,172,374,2223,548,,,#VALUE!,,,,,
,세화551 외포장 박스,로터리,일반,B,KA180,S,0,0,K,929,163,649,2219,814,,,#VALUE!,,,,,
,SHB-522 외포장 박스,로터리,일반,A,KA180,0,0,S,K,932,165,816,2229,983,,,#VALUE!,,,,,
,세화9호(가칭) 외포장 박스,로터리,일반,B,KA180,S,0,0,K,1012,85,816,2229,903,,,#VALUE!,,,,,
,SHB-502 외포장 박스,로터리,일반,A,KA180,0,0,S,K,1012,87,1016,2233,1105,,,#VALUE!,,,,,
,SHB-602 외포장 박스,로터리,일반,A,KA180,0,0,S,K,1012,222,564,2503,788,,,#VALUE!,,,,,
,꽃3 외포장 박스,로터리,일반,B,KA180,S,0,0,K,1062,163,516,2485,681,,,#VALUE!,,,,,
,SHB-601 외포장 박스,로터리,일반,A,KA180,0,0,S,K,1112,87,966,2433,1055,,,#VALUE!,,,,,
,꽃4 외포장 박스,로터리,일반,B,KA180,S,0,0,K,1362,163,666,3085,831,,,#VALUE!,,,,,
,1,로터리,일반,A,KA180,0,0,S,K,470,360,110,1695,472,,,#VALUE!,,,,,
,2,로터리,일반,A,KA180,0,0,S,K,460,350,170,1655,522,,,#VALUE!,,,,,
,3,로터리,일반,A,KA180,0,0,S,K,460,350,350,1655,702,,,#VALUE!,,,,,
,4,로터리,일반,A,KA180,0,0,S,K,450,320,100,1575,422,,,#VALUE!,,,,,
,5,로터리,일반,B,KA180,S,0,0,K,450,320,150,1575,472,,,#VALUE!,,,,,
,6,로터리,일반,A,KA180,0,0,S,K,450,320,250,1575,572,,,#VALUE!,,,,,
,7,로터리,일반,A,KA180,0,0,S,K,450,320,300,1575,622,,,#VALUE!,,,,,
,8,로터리,일반,A,KA180,0,0,S,K,440,240,150,1395,392,,,#VALUE!,,,,,
,9,로터리,일반,A,KA180,0,0,S,K,425,280,280,1445,562,,,#VALUE!,,,,,
,10,로터리,일반,B,KA180,S,0,0,K,420,370,150,1615,522,,,#VALUE!,,,,,
,11,로터리,일반,A,KA180,0,0,S,K,410,310,150,1475,462,,,#VALUE!,,,,,
,12,로터리,일반,A,KA180,0,0,S,K,410,410,150,1675,562,,,#VALUE!,,,,,
,13,로터리,일반,B,KA180,S,0,0,K,400,300,100,1435,402,,,#VALUE!,,,,,
,14,로터리,일반,B,KA180,S,0,0,K,400,300,130,1435,432,,,#VALUE!,,,,,
,15,로터리,일반,A,KA180,0,0,S,K,400,200,150,1235,352,,,#VALUE!,,,,,
,16,로터리,일반,A,KA180,0,0,S,K,400,250,150,1335,402,,,#VALUE!,,,,,
